min	03A	06A	13A	27A	33E	36B	46A	34A	39A	43A	29A	06B	07B	36A
1135	0.229	0.24475	0.19	0.2105	0.204375	0.20375	0.235	0.185375	0.3095	0.18	0.2345	0.0855	0.031375	0.132
1140	0.231	0.24675	0.191	0.2125	0.206375	0.20475	0.2375	0.187375	0.311	0.182	0.2365	0.089	0.033875	0.1355
1145	0.2315	0.24775	0.1915	0.2125	0.207375	0.20575	0.239	0.188375	0.311	0.183	0.2375	0.092	0.035875	0.1375
1150	0.233	0.24975	0.193	0.2145	0.208375	0.20675	0.2425	0.190875	0.3125	0.1845	0.2395	0.0965	0.038375	0.1405
1155	0.2335	0.25025	0.1935	0.2145	0.209375	0.20725	0.243	0.191375	0.312	0.1855	0.2405	0.1	0.040375	0.142
1160	0.2345	0.25125	0.194	0.2155	0.210375	0.20825	0.245	0.193375	0.313	0.1865	0.2415	0.1035	0.043375	0.144
1165	0.236	0.25225	0.195	0.2165	0.211375	0.20875	0.247	0.193875	0.313	0.1875	0.243	0.1075	0.044875	0.1465
1170	0.237	0.25375	0.196	0.2175	0.212375	0.20975	0.249	0.195875	0.3135	0.189	0.245	0.1115	0.047375	0.148
1175	0.2375	0.25475	0.1965	0.2185	0.213375	0.21025	0.2505	0.197375	0.314	0.19	0.2455	0.115	0.049875	0.15
1180	0.2385	0.25475	0.197	0.219	0.214375	0.21075	0.251	0.198375	0.3145	0.191	0.246	0.1185	0.051875	0.151
1185	0.2395	0.25675	0.198	0.2205	0.215375	0.21225	0.2535	0.200875	0.3145	0.1925	0.248	0.122	0.053875	0.153
1190	0.2405	0.25675	0.199	0.2205	0.216375	0.21225	0.255	0.201375	0.315	0.1935	0.2485	0.126	0.055875	0.155
1195	0.2415	0.25775	0.1995	0.2215	0.217375	0.21275	0.2555	0.202375	0.315	0.1945	0.25	0.1295	0.057375	0.156
1200	0.243	0.25925	0.2	0.223	0.218375	0.21425	0.2585	0.204375	0.3155	0.1965	0.2515	0.1335	0.059875	0.1585
1205	0.244	0.26025	0.201	0.2235	0.219375	0.21475	0.2605	0.205875	0.316	0.1975	0.2525	0.137	0.061375	0.161
1210	0.2445	0.26125	0.202	0.2245	0.220375	0.21625	0.262	0.206875	0.316	0.1985	0.2535	0.14	0.062875	0.1625
1215	0.2455	0.26175	0.203	0.2255	0.221375	0.21625	0.264	0.207875	0.3165	0.1995	0.255	0.143	0.064875	0.164
1220	0.2475	0.26325	0.204	0.2265	0.222375	0.21725	0.2655	0.208875	0.317	0.201	0.2565	0.147	0.066875	0.165
1225	0.2485	0.26425	0.205	0.2275	0.223875	0.21775	0.2675	0.211375	0.3175	0.2025	0.2575	0.15	0.068375	0.1675
1230	0.2485	0.26425	0.205	0.228	0.223875	0.21825	0.267	0.211875	0.317	0.203	0.258	0.153	0.070375	0.168
1235	0.2495	0.26425	0.206	0.2285	0.224875	0.21925	0.268	0.213375	0.3175	0.204	0.259	0.156	0.071875	0.17
1240	0.25	0.26525	0.207	0.229	0.225875	0.21975	0.2685	0.214875	0.317	0.205	0.2595	0.1585	0.073875	0.172
1245	0.2505	0.26625	0.207	0.23	0.226375	0.22025	0.2695	0.216375	0.317	0.206	0.2605	0.1615	0.075875	0.173
1250	0.251	0.26625	0.208	0.2305	0.226875	0.22075	0.27	0.216875	0.316	0.2065	0.2615	0.164	0.077875	0.174
1255	0.253	0.26825	0.209	0.2315	0.227875	0.22225	0.273	0.218375	0.317	0.208	0.263	0.166	0.080375	0.1765
1260	0.253	0.26825	0.209	0.2315	0.228375	0.22275	0.273	0.218875	0.317	0.209	0.263	0.169	0.082875	0.177
1265	0.255	0.27025	0.211	0.2335	0.229875	0.22375	0.277	0.220375	0.318	0.2105	0.265	0.171	0.085375	0.179
1270	0.256	0.27125	0.2115	0.2335	0.230875	0.22425	0.2775	0.222375	0.318	0.2115	0.265	0.1735	0.088375	0.1815
1275	0.256	0.27125	0.212	0.2345	0.231875	0.22475	0.279	0.222875	0.318	0.2125	0.2665	0.1755	0.090875	0.182
1280	0.258	0.27375	0.2135	0.2365	0.232875	0.22575	0.2825	0.225375	0.3195	0.2145	0.2685	0.1785	0.093875	0.1845
1285	0.2595	0.27475	0.214	0.2375	0.234375	0.22675	0.2845	0.226875	0.32	0.2155	0.2695	0.1805	0.096375	0.1865
1290	0.2595	0.27475	0.215	0.2375	0.234375	0.22725	0.284	0.227375	0.3195	0.2155	0.2695	0.183	0.098875	0.188
1295	0.2605	0.27575	0.2155	0.2375	0.235375	0.22775	0.2855	0.228375	0.32	0.217	0.271	0.185	0.101875	0.1895
1300	0.2615	0.27775	0.217	0.2395	0.237375	0.22875	0.288	0.230375	0.321	0.218	0.2725	0.187	0.105875	0.192
1305	0.2625	0.27775	0.217	0.2405	0.237875	0.22975	0.289	0.231875	0.3215	0.2195	0.2735	0.1895	0.108875	0.1935
1310	0.2635	0.27875	0.2185	0.2415	0.238875	0.23025	0.291	0.233375	0.3215	0.2205	0.275	0.192	0.111875	0.195
1315	0.265	0.27975	0.219	0.242	0.239375	0.23075	0.2925	0.233875	0.3215	0.2215	0.276	0.1935	0.114375	0.1975
1320	0.266	0.28175	0.22	0.243	0.240875	0.23225	0.295	0.235375	0.3225	0.2225	0.277	0.1965	0.117375	0.1995
1325	0.266	0.28175	0.221	0.243	0.241375	0.23225	0.2955	0.236375	0.322	0.2235	0.278	0.199	0.120875	0.201
1330	0.267	0.28275	0.221	0.244	0.242375	0.23325	0.297	0.237375	0.3225	0.2245	0.279	0.2005	0.123375	0.2025
1335	0.268	0.28275	0.222	0.245	0.243375	0.23375	0.2975	0.237375	0.3225	0.224	0.2795	0.2025	0.126375	0.2035
1340	0.269	0.28325	0.223	0.246	0.244375	0.23425	0.2995	0.239375	0.323	0.2255	0.281	0.2055	0.129875	0.206
1345	0.269	0.28325	0.2235	0.246	0.244375	0.23525	0.299	0.239875	0.323	0.226	0.281	0.2075	0.132375	0.207
1350	0.2705	0.28475	0.2245	0.2475	0.245375	0.23575	0.3015	0.241375	0.3235	0.2275	0.2825	0.2095	0.135375	0.2095
1355	0.2715	0.28575	0.225	0.248	0.246875	0.23675	0.3045	0.241875	0.324	0.2285	0.284	0.2125	0.138375	0.211
1360	0.272	0.28675	0.2255	0.249	0.247875	0.23725	0.304	0.242875	0.324	0.2285	0.2845	0.215	0.140875	0.2125
1365	0.2725	0.28775	0.2265	0.2495	0.248375	0.23825	0.3055	0.243375	0.3245	0.23	0.2855	0.2175	0.143875	0.215
1370	0.273	0.28725	0.2265	0.25	0.248875	0.23875	0.3055	0.243875	0.324	0.23	0.286	0.2195	0.146375	0.216
1375	0.274	0.28875	0.228	0.251	0.249875	0.23875	0.307	0.244375	0.3245	0.2305	0.287	0.221	0.149375	0.218
1380	0.275	0.28975	0.2285	0.2515	0.250875	0.23975	0.308	0.245875	0.325	0.232	0.288	0.224	0.151875	0.2195
1385	0.2765	0.29175	0.2305	0.2535	0.251875	0.24125	0.312	0.247875	0.326	0.234	0.29	0.227	0.155375	0.2225
1390	0.277	0.29075	0.23	0.254	0.252875	0.24175	0.312	0.246875	0.326	0.234	0.2905	0.2285	0.157375	0.2235
1395	0.279	0.29275	0.231	0.255	0.253875	0.24225	0.314	0.248875	0.327	0.2355	0.2925	0.232	0.160375	0.2255
1400	0.28	0.29325	0.232	0.2555	0.254375	0.24325	0.3155	0.250375	0.327	0.2365	0.2935	0.2345	0.163375	0.228
1405	0.28	0.29375	0.233	0.256	0.255375	0.24375	0.316	0.250875	0.327	0.237	0.2935	0.236	0.165875	0.229
1410	0.2815	0.29525	0.234	0.257	0.256375	0.24475	0.3175	0.251875	0.328	0.238	0.2955	0.2385	0.168375	0.2305
1415	0.2825	0.29675	0.2345	0.258	0.257875	0.24525	0.319	0.252875	0.3285	0.239	0.296	0.241	0.171875	0.2335
1420	0.282	0.29575	0.2345	0.2585	0.257875	0.24575	0.318	0.252875	0.328	0.2385	0.296	0.242	0.172875	0.234
1425	0.2835	0.29725	0.236	0.26	0.259375	0.24675	0.3205	0.253875	0.329	0.2405	0.298	0.2445	0.175375	0.2365
1430	0.284	0.29725	0.237	0.2605	0.259875	0.24725	0.3205	0.254875	0.329	0.241	0.299	0.246	0.177375	0.238
1435	0.286	0.29925	0.2375	0.261	0.260875	0.24825	0.322	0.255875	0.3295	0.242	0.301	0.2485	0.179875	0.24
1440	0.287	0.30025	0.2385	0.262	0.261875	0.24925	0.3235	0.256375	0.3305	0.243	0.3025	0.2515	0.181875	0.242
1445	0.287	0.30025	0.239	0.263	0.262875	0.24975	0.323	0.256875	0.33	0.244	0.303	0.2535	0.183875	0.2435
1450	0.288	0.30125	0.2405	0.264	0.263875	0.25025	0.323	0.258375	0.3305	0.244	0.3035	0.255	0.185875	0.246
1455	0.289	0.30225	0.241	0.265	0.264875	0.25125	0.325	0.259375	0.331	0.2455	0.305	0.2575	0.187875	0.2475
1460	0.29	0.30275	0.2415	0.266	0.265375	0.25225	0.3255	0.259875	0.332	0.246	0.306	0.26	0.188875	0.249
1465	0.2905	0.30275	0.2425	0.266	0.265875	0.25275	0.326	0.259875	0.3315	0.2465	0.307	0.2615	0.190875	0.25
1470	0.2915	0.30425	0.2435	0.267	0.266875	0.25325	0.3265	0.260875	0.332	0.2475	0.307	0.2645	0.192375	0.252
1475	0.2915	0.30325	0.2435	0.267	0.266875	0.25375	0.3255	0.260375	0.3315	0.247	0.3075	0.2655	0.193375	0.2535
1480	0.2925	0.30425	0.2445	0.268	0.268375	0.25425	0.3265	0.261375	0.332	0.248	0.3085	0.2675	0.195375	0.2555
1485	0.2945	0.30575	0.245	0.269	0.269375	0.25525	0.3285	0.262375	0.333	0.249	0.3105	0.2695	0.196875	0.257
1490	0.2945	0.30625	0.246	0.27	0.269875	0.25625	0.3285	0.262375	0.333	0.2495	0.3115	0.271	0.197875	0.2585
1495	0.296	0.30775	0.247	0.2715	0.271375	0.25725	0.3305	0.263875	0.3335	0.2505	0.3125	0.2735	0.199875	0.261
1500	0.2975	0.30925	0.248	0.2725	0.272375	0.25825	0.331	0.264875	0.3345	0.2515	0.3145	0.276	0.201875	0.263
1505	0.2975	0.30875	0.2485	0.273	0.272375	0.25825	0.33	0.263875	0.334	0.2515	0.3145	0.277	0.202375	0.264
1510	0.2985	0.30925	0.2495	0.2735	0.273375	0.25875	0.3305	0.264375	0.3345	0.2515	0.3155	0.279	0.203375	0.2655
1515	0.2995	0.30975	0.25	0.2745	0.274375	0.25925	0.3305	0.264375	0.335	0.252	0.316	0.2805	0.204375	0.2665
1520	0.3005	0.31125	0.2505	0.275	0.275375	0.26025	0.3315	0.265375	0.3355	0.2525	0.3175	0.2825	0.205875	0.268
1525	0.3005	0.31225	0.2515	0.276	0.276375	0.26125	0.331	0.266375	0.3355	0.2535	0.318	0.284	0.207375	0.271
1530	0.3025	0.31325	0.2525	0.2775	0.277375	0.26125	0.333	0.266875	0.336	0.2545	0.32	0.2865	0.208375	0.2725
1535	0.3035	0.31525	0.2535	0.2785	0.278375	0.26275	0.334	0.268375	0.337	0.2555	0.322	0.2885	0.209875	0.2745
1540	0.3045	0.31525	0.254	0.279	0.279375	0.26325	0.3345	0.267875	0.337	0.256	0.323	0.2905	0.210875	0.2755
1545	0.3065	0.31725	0.255	0.28	0.280375	0.26425	0.336	0.269875	0.3385	0.2575	0.325	0.2935	0.212875	0.278
1550	0.307	0.31825	0.256	0.2805	0.281375	0.26475	0.3365	0.269875	0.339	0.258	0.3265	0.2955	0.213375	0.2795
1555	0.308	0.32025	0.257	0.281	0.281875	0.26575	0.3375	0.270375	0.3395	0.2595	0.328	0.298	0.214875	0.281
1560	0.3095	0.32125	0.258	0.2825	0.283375	0.26725	0.338	0.271375	0.3395	0.2595	0.3295	0.3	0.215875	0.2825
1565	0.3105	0.32225	0.259	0.2835	0.283875	0.26675	0.3385	0.271875	0.3405	0.2605	0.331	0.302	0.217375	0.2845
1570	0.312	0.32375	0.26	0.285	0.285375	0.26825	0.3395	0.273375	0.3415	0.262	0.3325	0.305	0.218375	0.287
1575	0.3135	0.32525	0.261	0.286	0.286375	0.27025	0.3405	0.273875	0.3425	0.263	0.3345	0.308	0.219875	0.2885
1580	0.3145	0.32625	0.262	0.2865	0.287375	0.27025	0.3415	0.274375	0.3425	0.2635	0.336	0.3105	0.221375	0.2895
1585	0.316	0.32775	0.263	0.288	0.288375	0.27125	0.3425	0.275375	0.3435	0.2645	0.338	0.3125	0.222375	0.292
1590	0.3175	0.32875	0.2635	0.289	0.289375	0.27225	0.3425	0.276375	0.3445	0.2655	0.3395	0.3155	0.223875	0.2935
1595	0.3175	0.32875	0.2645	0.2895	0.290375	0.27375	0.3425	0.277375	0.345	0.2665	0.3395	0.3175	0.224375	0.295
1600	0.318	0.32925	0.265	0.2905	0.291375	0.27425	0.3425	0.277375	0.345	0.2665	0.3405	0.319	0.225375	0.2965
1605	0.319	0.32925	0.266	0.2905	0.291375	0.27425	0.3415	0.277375	0.345	0.2665	0.341	0.321	0.225875	0.2975
1610	0.3195	0.33025	0.2665	0.292	0.292375	0.27575	0.3425	0.278375	0.346	0.2675	0.3425	0.3235	0.226875	0.2995
1615	0.3195	0.33025	0.267	0.2925	0.293375	0.27525	0.3415	0.278375	0.346	0.2675	0.342	0.325	0.227375	0.3005
1620	0.3205	0.33125	0.268	0.2935	0.294375	0.27725	0.3415	0.279375	0.347	0.2685	0.344	0.3275	0.228375	0.3025
1625	0.3215	0.33225	0.2695	0.2945	0.295375	0.27725	0.3425	0.279375	0.347	0.269	0.345	0.33	0.229375	0.304
1630	0.3225	0.33325	0.27	0.2945	0.295875	0.27825	0.3425	0.279875	0.3475	0.2695	0.346	0.332	0.229375	0.306
1635	0.323	0.33425	0.271	0.2955	0.296875	0.27875	0.3425	0.279875	0.348	0.27	0.347	0.3345	0.230375	0.307
1640	0.3245	0.33525	0.2715	0.2965	0.297875	0.28025	0.3435	0.280875	0.3485	0.271	0.348	0.3365	0.231375	0.308
1645	0.3255	0.33625	0.273	0.2975	0.298875	0.27975	0.344	0.280875	0.349	0.2715	0.3495	0.339	0.232375	0.3095
1650	0.325	0.33525	0.273	0.2975	0.298875	0.28075	0.342	0.280375	0.3485	0.271	0.349	0.34	0.232375	0.31
1655	0.327	0.33825	0.2745	0.2995	0.300875	0.28225	0.345	0.282375	0.35	0.2725	0.352	0.3435	0.233875	0.312
1660	0.328	0.33925	0.275	0.3005	0.301375	0.28275	0.345	0.282375	0.3505	0.2735	0.3525	0.3455	0.234875	0.3135
1665	0.3285	0.33975	0.2755	0.301	0.301875	0.28375	0.344	0.281875	0.3505	0.2735	0.3525	0.347	0.235375	0.3145
1670	0.33	0.34125	0.277	0.3025	0.303375	0.28475	0.345	0.283375	0.3515	0.2745	0.3545	0.3505	0.236875	0.316
1675	0.33	0.34025	0.2775	0.3025	0.303875	0.28525	0.3445	0.282875	0.3515	0.2745	0.355	0.351	0.237875	0.317
1680	0.3315	0.34275	0.279	0.3045	0.305375	0.28625	0.346	0.284375	0.3525	0.276	0.3565	0.3545	0.239875	0.319
1685	0.332	0.34375	0.2795	0.305	0.305875	0.28775	0.346	0.284375	0.3525	0.277	0.357	0.3565	0.240875	0.32
1690	0.3325	0.34375	0.2805	0.3055	0.306375	0.28725	0.345	0.284875	0.353	0.277	0.3575	0.358	0.241875	0.321
1695	0.3335	0.34475	0.2815	0.3065	0.307375	0.28925	0.346	0.286375	0.354	0.278	0.3585	0.3605	0.243375	0.323
1700	0.334	0.34525	0.2815	0.3075	0.308375	0.28925	0.345	0.285875	0.354	0.278	0.359	0.362	0.243875	0.323
1705	0.334	0.34425	0.2825	0.308	0.308875	0.28975	0.3435	0.284875	0.354	0.278	0.3585	0.3625	0.244375	0.324
1710	0.335	0.34575	0.2835	0.3085	0.309875	0.29125	0.344	0.285375	0.354	0.279	0.36	0.365	0.245375	0.326
1715	0.336	0.34675	0.284	0.3095	0.310875	0.29225	0.3445	0.286875	0.355	0.28	0.361	0.3675	0.246375	0.3265
1720	0.3375	0.34875	0.285	0.311	0.312375	0.29325	0.3465	0.287875	0.3565	0.2815	0.3625	0.3705	0.248875	0.329
1725	0.3375	0.34825	0.286	0.3115	0.312875	0.29325	0.345	0.286375	0.3555	0.281	0.3625	0.371	0.248875	0.329
1730	0.339	0.35075	0.287	0.3125	0.313875	0.29475	0.3465	0.287375	0.3565	0.2825	0.364	0.374	0.249875	0.3305
1735	0.34	0.35275	0.288	0.3145	0.315875	0.29525	0.348	0.289375	0.358	0.2845	0.3665	0.3775	0.251875	0.333
1740	0.3415	0.35425	0.289	0.315	0.316875	0.29675	0.349	0.289875	0.359	0.285	0.3675	0.38	0.253375	0.3335
1745	0.3415	0.35375	0.29	0.315	0.316875	0.29725	0.3475	0.288875	0.359	0.2845	0.3675	0.381	0.254375	0.3345
1750	0.3425	0.35475	0.291	0.3165	0.317875	0.29825	0.3485	0.289375	0.3595	0.2855	0.3685	0.3825	0.256375	0.335
1755	0.3425	0.35475	0.291	0.3165	0.318875	0.29875	0.347	0.288875	0.3595	0.285	0.368	0.3835	0.257375	0.335
1760	0.343	0.35575	0.2925	0.318	0.319875	0.29925	0.347	0.288875	0.3595	0.2855	0.369	0.385	0.258375	0.337
1765	0.3445	0.35675	0.293	0.319	0.320875	0.30025	0.3475	0.289875	0.3605	0.2865	0.37	0.388	0.259375	0.3375
1770	0.3455	0.35775	0.2945	0.3195	0.321875	0.30125	0.348	0.290375	0.361	0.288	0.371	0.39	0.260875	0.3385
1775	0.3455	0.35725	0.2955	0.3205	0.322375	0.30175	0.3465	0.289875	0.361	0.2875	0.3715	0.3905	0.261875	0.3395
1780	0.347	0.35875	0.296	0.321	0.323875	0.30325	0.3475	0.290875	0.362	0.2885	0.3725	0.393	0.262875	0.341
1785	0.347	0.35925	0.297	0.3225	0.324375	0.30375	0.347	0.290875	0.3625	0.289	0.3725	0.3945	0.263375	0.342
1790	0.3475	0.35925	0.298	0.3235	0.324875	0.30475	0.347	0.290875	0.3625	0.2895	0.3725	0.396	0.264375	0.3425
1795	0.348	0.35925	0.2985	0.324	0.325875	0.30475	0.346	0.290375	0.363	0.2895	0.373	0.3965	0.265875	0.343
1800	0.35	0.36125	0.2995	0.325	0.327375	0.30625	0.348	0.292375	0.3635	0.291	0.3745	0.4	0.267875	0.345
1805	0.35	0.36125	0.3005	0.326	0.328375	0.30725	0.348	0.292375	0.3645	0.2915	0.3755	0.4015	0.269375	0.3465
1810	0.352	0.36325	0.3015	0.3275	0.329875	0.30775	0.3495	0.293375	0.365	0.2925	0.3775	0.405	0.271375	0.348
1815	0.352	0.36275	0.302	0.328	0.329375	0.30875	0.3475	0.292375	0.365	0.2925	0.377	0.405	0.271875	0.3485
1820	0.353	0.36325	0.3025	0.3285	0.330875	0.30975	0.3475	0.292375	0.365	0.2935	0.377	0.407	0.273375	0.3485
1825	0.355	0.36625	0.304	0.33	0.331875	0.31075	0.35	0.293875	0.366	0.295	0.38	0.4105	0.274375	0.3505
1830	0.355	0.36725	0.305	0.3315	0.332875	0.31175	0.3505	0.294875	0.3675	0.296	0.381	0.4125	0.275875	0.3515
1835	0.3565	0.36875	0.306	0.3325	0.334375	0.31325	0.3505	0.295875	0.368	0.2975	0.382	0.4145	0.277375	0.3525
1840	0.357	0.36875	0.307	0.333	0.335375	0.31425	0.351	0.295875	0.3685	0.298	0.3825	0.4165	0.278875	0.3535
1845	0.3575	0.36825	0.3075	0.3335	0.335875	0.31325	0.3495	0.294375	0.369	0.297	0.382	0.4165	0.278875	0.354
1850	0.3585	0.36975	0.3085	0.335	0.336375	0.31575	0.35	0.295375	0.37	0.298	0.3835	0.4185	0.280875	0.355
1855	0.3595	0.37175	0.31	0.336	0.338375	0.31625	0.3515	0.296375	0.3705	0.2995	0.385	0.421	0.283875	0.356
1860	0.359	0.37125	0.3105	0.336	0.338875	0.31675	0.3495	0.295375	0.37	0.299	0.384	0.4205	0.284375	0.3565
1865	0.3605	0.37375	0.312	0.338	0.339875	0.31775	0.351	0.297375	0.371	0.301	0.3865	0.424	0.285375	0.359
1870	0.3615	0.37275	0.312	0.3385	0.340875	0.31825	0.351	0.296875	0.372	0.301	0.3865	0.425	0.286375	0.3585
1875	0.3625	0.37475	0.314	0.3395	0.341875	0.31975	0.352	0.297375	0.372	0.3025	0.388	0.427	0.288375	0.36
1880	0.363	0.37575	0.3145	0.341	0.342875	0.32075	0.353	0.297375	0.373	0.303	0.389	0.4285	0.289875	0.3605
1885	0.362	0.37325	0.3145	0.3395	0.342875	0.32025	0.349	0.294875	0.372	0.301	0.3865	0.427	0.288375	0.3595
1890	0.3645	0.37575	0.3165	0.3415	0.344875	0.32275	0.351	0.297875	0.3735	0.3035	0.389	0.4305	0.289875	0.362
1895	0.364	0.37575	0.317	0.343	0.344875	0.32325	0.3495	0.296875	0.3735	0.3035	0.3885	0.431	0.290375	0.3615
1900	0.365	0.37675	0.318	0.3435	0.346375	0.32425	0.351	0.298375	0.374	0.3045	0.3905	0.433	0.292375	0.364
1905	0.3645	0.37475	0.318	0.344	0.346875	0.32375	0.3485	0.296875	0.374	0.3035	0.389	0.4325	0.292375	0.3635
1910	0.367	0.37825	0.32	0.346	0.348875	0.32675	0.3515	0.299375	0.3755	0.3065	0.392	0.437	0.294375	0.366
1915	0.3675	0.37875	0.3205	0.3465	0.348875	0.32675	0.3515	0.298875	0.376	0.3065	0.3925	0.4375	0.295875	0.3665
1920	0.3675	0.37875	0.3215	0.3475	0.349875	0.32725	0.3505	0.298375	0.377	0.3065	0.392	0.438	0.296375	0.3665
1925	0.3685	0.37925	0.3225	0.3485	0.351375	0.32825	0.351	0.299375	0.377	0.3075	0.393	0.439	0.297375	0.3685
1930	0.3695	0.38075	0.323	0.3495	0.352375	0.32975	0.3525	0.300375	0.378	0.309	0.395	0.4415	0.298875	0.37
1935	0.3715	0.38325	0.324	0.3515	0.353875	0.33125	0.3545	0.301375	0.379	0.3105	0.397	0.445	0.300875	0.371
1940	0.3725	0.38425	0.326	0.3525	0.354875	0.33125	0.3545	0.301375	0.3795	0.311	0.3985	0.446	0.302375	0.372
1945	0.3735	0.38475	0.3275	0.3535	0.356375	0.33275	0.355	0.301875	0.381	0.3125	0.3995	0.448	0.303875	0.373
1950	0.3725	0.38375	0.3275	0.3545	0.356875	0.33275	0.353	0.300875	0.3805	0.3115	0.3985	0.4475	0.303875	0.373
1955	0.3735	0.38475	0.328	0.3555	0.357375	0.33475	0.353	0.301375	0.381	0.313	0.3995	0.4495	0.304875	0.374
1960	0.375	0.38625	0.33	0.356	0.358875	0.33575	0.354	0.302375	0.3815	0.3135	0.4015	0.4515	0.305875	0.375
1965	0.3755	0.38675	0.33	0.3575	0.360375	0.33675	0.3545	0.303375	0.3825	0.3145	0.402	0.452	0.306375	0.376
1970	0.376	0.38775	0.3315	0.3575	0.361375	0.33725	0.355	0.302875	0.383	0.315	0.4025	0.453	0.307375	0.3765
1975	0.377	0.38775	0.333	0.359	0.361875	0.33875	0.354	0.302375	0.3835	0.315	0.4035	0.4545	0.308375	0.3775
1980	0.376	0.38525	0.333	0.359	0.361875	0.33825	0.3505	0.300375	0.383	0.3135	0.4015	0.453	0.306875	0.376
1985	0.377	0.38675	0.334	0.36	0.363875	0.34025	0.352	0.302375	0.384	0.3155	0.4025	0.4555	0.308375	0.3775
1990	0.378	0.38775	0.335	0.3615	0.364875	0.34025	0.353	0.302875	0.3845	0.317	0.4045	0.4575	0.309375	0.3785
1995	0.3775	0.38675	0.336	0.3615	0.364875	0.34175	0.3505	0.302375	0.3845	0.316	0.403	0.4565	0.308375	0.3785
2000	0.379	0.38825	0.3365	0.363	0.366375	0.34225	0.352	0.303375	0.3855	0.3165	0.405	0.4585	0.309875	0.38
2005	0.379	0.38775	0.337	0.3635	0.366875	0.34325	0.3515	0.302875	0.386	0.317	0.4055	0.4585	0.309875	0.38
2010	0.3795	0.38825	0.3385	0.3645	0.367875	0.34425	0.3505	0.302375	0.3855	0.3175	0.4055	0.4585	0.308875	0.3805
2015	0.3805	0.39025	0.3395	0.3665	0.368875	0.34525	0.3525	0.303875	0.3865	0.318	0.407	0.461	0.309375	0.382
2020	0.38	0.38875	0.34	0.3665	0.369375	0.34575	0.35	0.302875	0.387	0.3175	0.4065	0.46	0.309375	0.382
2025	0.3825	0.39175	0.342	0.3685	0.370875	0.34675	0.353	0.304875	0.388	0.32	0.4095	0.4645	0.311375	0.3845
2030	0.383	0.39225	0.343	0.3695	0.371875	0.34775	0.3535	0.305375	0.3885	0.3205	0.41	0.4655	0.312375	0.385
2035	0.3845	0.39325	0.344	0.37	0.373375	0.34925	0.3545	0.305875	0.3885	0.3215	0.412	0.4665	0.314375	0.3865
2040	0.3855	0.39475	0.345	0.371	0.374375	0.35025	0.3555	0.306875	0.39	0.3225	0.413	0.468	0.315875	0.387
2045	0.384	0.39225	0.345	0.3715	0.374875	0.35075	0.3515	0.304375	0.3895	0.321	0.4115	0.4655	0.314375	0.387
2050	0.386	0.39475	0.347	0.373	0.376375	0.35225	0.3545	0.305875	0.39	0.323	0.414	0.469	0.315875	0.3885
2055	0.3865	0.39575	0.348	0.374	0.377375	0.35375	0.355	0.306875	0.391	0.324	0.415	0.47	0.316875	0.3895
2060	0.3875	0.39675	0.3485	0.375	0.378875	0.35425	0.3545	0.306875	0.3915	0.324	0.4155	0.471	0.317375	0.3895
2065	0.388	0.39675	0.3495	0.376	0.379875	0.35575	0.3545	0.306875	0.3915	0.3245	0.4165	0.472	0.318875	0.3905
2070	0.388	0.39725	0.3505	0.377	0.380875	0.35725	0.3545	0.307375	0.3925	0.325	0.4165	0.4725	0.319375	0.3905
2075	0.39	0.39925	0.352	0.3775	0.382375	0.35675	0.3565	0.307875	0.3925	0.326	0.419	0.474	0.321375	0.3925
2080	0.3905	0.40025	0.3535	0.379	0.382875	0.35875	0.3565	0.308375	0.3935	0.327	0.4195	0.475	0.322375	0.393
2085	0.3915	0.40075	0.3545	0.38	0.384375	0.35975	0.3565	0.308875	0.394	0.3275	0.4205	0.476	0.323875	0.3935
2090	0.3915	0.40075	0.3555	0.381	0.384875	0.36025	0.355	0.308875	0.3945	0.3275	0.421	0.476	0.324375	0.394
2095	0.393	0.40125	0.3565	0.3815	0.386375	0.36125	0.356	0.309875	0.3955	0.329	0.4215	0.4775	0.325375	0.3945
2100	0.392	0.39975	0.356	0.382	0.385875	0.36125	0.353	0.307375	0.395	0.3275	0.4205	0.4755	0.324375	0.3935
2105	0.3935	0.40025	0.357	0.3835	0.387375	0.36275	0.354	0.308875	0.3955	0.329	0.4215	0.477	0.325375	0.395
2110	0.3935	0.39975	0.358	0.3835	0.388375	0.36275	0.353	0.308875	0.396	0.329	0.4215	0.4775	0.325875	0.3955
2115	0.393	0.40025	0.359	0.385	0.389375	0.36375	0.353	0.308375	0.3965	0.3295	0.4215	0.4775	0.325875	0.3965
2120	0.3955	0.40325	0.3605	0.387	0.390875	0.36625	0.3555	0.310875	0.3975	0.3315	0.424	0.481	0.327875	0.3985
2125	0.3955	0.40325	0.361	0.3875	0.391375	0.36625	0.355	0.310875	0.3985	0.332	0.4245	0.481	0.328875	0.4
2130	0.396	0.40325	0.362	0.3885	0.392875	0.36775	0.355	0.310375	0.3985	0.3325	0.4255	0.4815	0.330375	0.401
2135	0.397	0.40475	0.3635	0.39	0.393875	0.36825	0.3555	0.311875	0.3995	0.334	0.427	0.4825	0.330875	0.402
2140	0.397	0.40425	0.364	0.39	0.394875	0.36925	0.3555	0.310875	0.4	0.3335	0.427	0.4825	0.330875	0.4025
2145	0.398	0.40525	0.365	0.3915	0.395875	0.37025	0.355	0.311375	0.4005	0.334	0.4275	0.483	0.332375	0.403
